,S-ZORB.PDT_2503.DACA,S-ZORB.PDT_3503.DACA,S-ZORB.FT_1502.DACA,S-ZORB.LT_1301.DACA,S-ZORB.FT_1501.PV,S-ZORB.PDT_2906.DACA,S-ZORB.FT_9102.PV,S-ZORB.LT_9101.DACA,S-ZORB.CAL.LEVEL.PV,S-ZORB.FT_2001.DACA,S-ZORB.BS_AT_2402.PV,S-ZORB.FC_1202.PV,S-ZORB.LT_3801.DACA,S-ZORB.PDT_2605.DACA,S-ZORB.FC_3103.PV,S-ZORB.AT_5201.PV,S-ZORB.FT_9101.PV,S-ZORB.FT_5102.DACA.PV,S-ZORB.AT-0001.DACA.PV,S-ZORB.AT-0003.DACA.PV,S-ZORB.FC_2301.PV,S-ZORB.FT_5104.PV,S-ZORB.FT_5204.DACA.PV,S-ZORB.LC_5101.PV,S-ZORB.FT_5102.PV,S-ZORB.LT_2901.DACA,S-ZORB.PC_2401B.PIDA.SP,S-ZORB.PDT_1003.DACA,S-ZORB.FT_3302.DACA,S-ZORB.PDT_3002.DACA,Product_RON_loss
0,-0.379636755,0.1039156775,0.0,-0.6785843999999999,0.0,-0.8712429999999998,185.40922,-1.7986794500000003,76.84985250000003,-0.392189775,0.16568732,0.0,1.24651345,0.11812944850000005,0.9108077,-0.11000113750000004,2.1139795500000003,69.60656499999999,0.5214522500000001,0.45900901,0.0,1813.5618,233.310805,49.91651949999999,121.90779999999998,3.848050599999999,0.184742,0.6150279999999999,11.267226,15.731063999999998,1.3799999999999957
1,-0.37925307,0.0105629713,0.0,-1.2616710000000002,0.0,-0.966407625,492.2644649999999,0.578173077,76.18442499999998,-1.20427095,0.16498781000000004,0.0,0.9924770200000002,0.211532484,0.0,0.2417991845,0.4629731225000001,67.1130425,0.5231766400000001,0.45980627,0.0,1860.659,242.369205,49.95520899999999,121.90779999999998,3.848589,0.184742,0.617141175,11.267508,22.790350999999994,1.1799999999999926
2,-0.37996487,0.052261971,0.0,-0.8634433300000002,0.0,-0.98125627,231.233365,-0.4868591810500002,75.9668405,-0.0018926729999999945,0.166335965,4.573089315,1.089545615,0.3310176915,0.0,-0.04003615199999999,0.219469375,68.61342699999999,0.5288693499999999,0.475716305,0.0,1915.38625,233.076925,50.2151765,121.90779999999998,3.45195175,0.184742,0.62286877,11.267558,22.93418650000001,1.3799999999999957
3,-0.38038191,0.0399258215,0.0,-0.7734251650000001,0.0,-0.935252245,241.197795,-0.697793165,76.7900425,-7.680779249999998,0.16711181999999994,0.0,1.36464176,0.149622799,0.4592071,-0.19954367850000002,2.465470585,69.71436750000001,0.53155832,0.46090015,0.0,1896.60365,238.34993500000002,49.877924500000006,121.90779999999998,2.0549092,0.184742,0.62928335,11.2679785,25.1860915,1.3799999999999957
4,-0.3793753349999999,0.04637496175,0.0,-0.79047153,0.0,-0.94948957,212.257725,-0.3706954180000001,76.53955600000002,-0.776367295,0.16534392000000006,0.0,1.0344115400000002,-0.025153996499999998,0.0,-0.1870855495000001,0.214852965,68.59307500000001,0.52247175,0.46874447,0.0,1915.15845,236.57622,49.90056300000001,121.90779999999998,2.0845152,0.184742,7.5984859999999985,11.267661,19.352589000000002,1.279999999999987
5,-0.3790528050000001,0.08264315850000001,0.0,-0.5533418833000001,0.0,-0.9119407149999998,218.9855,-1.3239579100000003,76.74318650000002,-7.7000261,0.16670481499999998,0.0,1.4621555999999998,0.04186829999999998,0.0,0.9168415875,0.6951747599999999,69.75080999999999,0.53585982,0.4656103750000001,0.0,1295.7642,233.12120499999997,50.102154,121.90779999999998,0.96801986,0.184742,0.619588155,11.268025999999999,21.3219475,1.4099999999999966
6,-0.379330915,0.07521481700000003,0.0,-0.7209131650000001,0.0,-0.92849103,211.82211,-1.2724386250000004,76.70558750000002,-7.7248365,0.168510895,0.0,1.4626380500000002,0.14534088650000004,0.0,-0.032722599399999996,0.2665233994999999,68.02091999999999,0.529184635,0.4758091799999999,0.0,1327.6360499999996,236.91481000000005,50.0238275,121.90779999999998,0.878959715,0.184742,0.6031451349999999,11.268163499999998,21.400329000000006,1.200000000000017
7,-0.37894714,0.0109523901,0.0,-0.739462115,0.0,-0.9310598200000004,217.81670999999992,-0.5095321860000002,76.157912,0.6034667734999999,0.16220239000000006,0.0,1.08898953,0.26910811555,0.0,2.5180886,0.0,71.9688575,0.5197274949999999,0.45965797,0.0,1126.2338499999996,249.066975,50.1835195,121.90779999999998,0.4387015153,0.184742,0.616436655,11.268017500000001,21.213872,1.3000000000000114
8,-0.378591205,0.08039514850000001,0.0,-0.66906882,0.0,-0.8582420400000002,214.69955499999998,-0.8947487694999999,76.5276335,-3.81363267,0.166043445,0.0,1.587311075,0.07019548949999999,0.0,0.9007678935000004,2.643931895,70.00270150000001,0.515036395,0.45309397,0.0,1265.68075,236.47780999999995,50.07660300000001,121.90779999999998,-0.00120467198,0.184742,0.6103565549999999,11.2681305,20.860432000000007,1.1000000000000083
9,-0.378802535,0.13760770499999994,0.0,-0.3664795825,0.0,-0.822593365,217.432315,-1.9890352999999998,76.5346825,-5.157976699999999,0.15996388,0.0,1.6694932499999997,0.11326349400000002,0.0,0.5680163874999999,1.93029435,71.4502085,0.5252162650000001,0.47818259,0.0,1019.19925,228.44915,52.1223585,121.90779999999998,-0.0006300707400000001,0.184742,0.6162326850000001,11.268252,18.716495000000002,1.4000000000000057
