,S-ZORB.TC_2801.PV,S-ZORB.LC_5101.PV,S-ZORB.PDT_2104.PV,S-ZORB.FC_2301.PV,S-ZORB.TE_5201.DACA,S-ZORB.LT_3801.DACA,S-ZORB.LC_5001.PV,S-ZORB.FT_3302.DACA,S-ZORB.TE_1106.DACA,S-ZORB.SIS_TE_2802,S-ZORB.PC_2401B.PIDA.SP,S-ZORB.AT-0001.DACA.PV,S-ZORB.FC_1102.PV,S-ZORB.PDI_2102.PV,S-ZORB.PC_2401B.PIDA.OP,S-ZORB.FC_2801.PV,S-ZORB.PDT_1003.DACA,S-ZORB.AT_5201.PV,S-ZORB.FT_2701.DACA,S-ZORB.ZT_2634.DACA,S-ZORB.FT_3301.PV,S-ZORB.AT_1001.PV,S-ZORB.FC_2432.DACA,S-ZORB.TE_2603.DACA,S-ZORB.FT_1503.DACA.PV,S-ZORB.FT_2002.DACA,S-ZORB.FT_9402.PV,Product_S_content,S-ZORB.AT_1001.DACA,S-ZORB.PDT_2703B.DACA,Product_RON_loss
0,272.3679849999999,49.91651949999999,101.29058,0.0,44.92034450000001,1.24651345,55.011075500000004,11.267226,133.68081999999998,273.23717999999997,0.184742,0.5214522500000001,7206.6007,31.211968,20.0,647.75238,0.6150279999999999,-0.11000113750000004,18.25796675,36.50880435000001,92.388075,187.1445,9.64234575,369.347225,2216.40935,37.7906655,200.153495,3.2,130.35825,-1.601619308,1.3799999999999957
1,281.07271000000003,49.95520899999999,101.544925,0.0,49.961387,0.9924770200000002,54.996157,11.267508,133.82478500000002,282.04364500000014,0.184742,0.5231766400000001,7231.788200000001,31.461969,20.0,651.8219199999999,0.617141175,0.2417991845,9.01553945,44.045958,74.36610999999998,187.1445,11.367705,379.78620000000006,2370.5874,36.819709,235.56262500000003,3.2,139.99247000000003,-1.5030041640000005,1.1799999999999926
2,272.92432999999994,50.2151765,101.61832,0.0,49.7545845,1.089545615,55.02189250000001,11.267558,133.45922000000002,274.16667,0.184742,0.5288693499999999,7232.84225,31.33999750000001,20.0,650.74715,0.62286877,-0.04003615199999999,20.6257395,49.7765015,146.1567605,187.1445,16.276754500000006,401.44624000000016,2326.4653499999995,37.294151,242.43331,3.2,139.87808,-1.4739451254999998,1.3799999999999957
3,269.141545,49.877924500000006,105.02975999999998,0.0,50.03998399999999,1.36464176,55.04174750000001,11.2679785,136.29334999999998,270.070205,0.184742,0.53155832,7233.5848499999975,31.033443,20.0,652.669055,0.62928335,-0.19954367850000002,7.60209745,45.33680220000001,88.36085600000001,187.1445,12.47119845,375.156435,2495.2235999999994,36.893097999999995,204.19117,3.2,127.938755,-1.3191472375,1.3799999999999957
4,267.03338999999994,49.90056300000001,105.937455,0.0,49.90083599999999,1.0344115400000002,55.0268465,11.267661,136.40348999999998,268.02200000000005,0.184742,0.52247175,7230.08205,30.8268935,20.0,649.34092,7.5984859999999985,-0.1870855495000001,19.111196585,32.95249020000001,186.4397895,187.1445,9.6779492,399.71946,2807.7891,37.29807200000001,319.4250800000001,3.2,128.254285,-1.4095141020000002,1.279999999999987
5,279.29904500000004,50.102154,105.78795,0.0,49.9926165,1.4621555999999998,54.96398049999999,11.268025999999999,138.37765499999998,280.11752,0.184742,0.53585982,7225.799600000001,30.935401000000002,20.0,650.1233950000002,0.619588155,0.9168415875,20.6984265,56.690187,218.69989,187.1445,10.3392825,406.25364500000006,2832.0817499999994,37.3014015,346.54085499999997,3.2,155.63008000000005,-1.4378665114500002,1.4099999999999966
6,278.48501,50.0238275,106.00657,0.0,50.67498899999999,1.4626380500000002,54.997381,11.268163499999998,136.322145,279.20176000000004,0.184742,0.529184635,7227.960299999999,30.928607500000005,20.0,649.1494,0.6031451349999999,-0.032722599399999996,19.4227881,34.33684829999999,217.02789500000003,187.1445,11.382685,407.71084500000006,2710.06125,37.037654499999995,294.63378,4.6,144.24951,-1.424604975,1.200000000000017
7,290.66771000000006,50.1835195,107.489345,0.0,54.42389549999999,1.08898953,55.02007450000001,11.268017500000001,139.566155,291.163005,0.184742,0.5197274949999999,7233.222600000001,29.28629100000001,20.0,649.7636150000002,0.616436655,2.5180886,18.62334635,46.33647309999999,177.58250499999997,187.1445,12.1812295,390.89548500000006,2378.57585,37.43664999999999,361.403115,6.6,159.49689500000005,-1.3044733145,1.3000000000000114
8,280.07422,50.07660300000001,106.943605,0.0,55.09877450000001,1.587311075,55.00062650000001,11.2681305,137.12325000000004,280.894385,0.184742,0.515036395,7231.903499999998,29.6704475,20.0,651.1395,0.6103565549999999,0.9007678935000004,19.753728250000005,48.9617186,178.22418899999997,187.1445,15.324700000000002,391.22361,2674.42915,37.823408,290.6945750000001,3.2,155.76041,-1.4744961895,1.1000000000000083
9,282.6794099999999,52.1223585,107.09095499999998,0.0,52.7463045,1.6694932499999997,54.938745,11.268252,138.12295500000002,283.2768700000001,0.184742,0.5252162650000001,7226.361899999999,29.2909425,20.0,649.4391950000003,0.6162326850000001,0.5680163874999999,19.88121805,48.47489515,188.44186000000002,187.1445,13.217662,397.928935,2561.5901499999995,38.66856900000001,319.3684350000001,3.2,170.58676999999997,-1.38461367368,1.4000000000000057
10,277.98619499999995,50.031865,108.70133,0.0,58.988052,1.69192515,54.99988499999999,11.2676905,124.453845,278.301285,0.184742,0.5130894049999999,7237.7653999999975,28.406046500000002,20.0,648.6644550000002,0.6175864250000002,-0.1045508125,7.18005335,21.615217585000003,51.9937255,187.1445,15.5480975,437.2333475,2875.6483500000004,39.21744,203.151755,3.2,86.10774599999998,-1.3335661716950002,1.3000000000000114
11,282.25052999999997,50.070459,108.89913,0.0,58.25358550000001,1.6642098,54.94924750000001,11.2676465,125.18436000000001,282.553425,0.184742,0.5105492899999999,7235.113350000001,28.3075735,20.0,650.05386,0.6262801899999999,0.8100022585,5.31660075,36.71964605000001,26.076436,187.1445,17.652079999999994,437.2333475,2626.2982,39.7110495,175.65019500000002,3.2,92.21496249999998,-1.23975636875,1.3000000000000114
12,275.82038,50.79400500000001,107.89199999999998,0.0,54.54499800000001,1.37098245,54.956929,11.2683955,124.8715,276.00886500000007,0.184742,0.518911825,7229.65355,27.730329,20.0,649.8609449999999,0.6337691900000001,1.026460555,8.451577400000001,53.47748419999999,312.24895499999997,187.1445,18.557728,437.2333475,2201.8780999999994,39.43625949999999,227.82171,6.3,91.4786085,-1.1697596124999998,1.5000000000000142
13,270.77664000000004,50.72288100000001,105.59147,0.0,53.273244999999996,1.7046429,55.0186265,11.268018499999995,125.17992,271.301895,0.184742,0.51442484,7232.7548,27.63247,20.0,651.9400049999998,0.632156445,2.499095295,6.3339619,31.45936295000001,95.340141,187.1445,21.135005,381.099935,2830.6402500000013,40.3043755,260.42296500000003,3.2,95.803692,-1.2058792955000004,1.4000000000000057
14,271.76899999999995,50.0936545,99.369441,0.0,58.60002049999999,1.601845375,55.052806,11.2680275,123.95642999999998,272.64042,0.184742,0.514999335,7224.941250000003,27.14757800000001,20.0,649.9374700000002,0.6255016,0.20367469665,10.7658685,49.279031700000004,99.85023499999998,187.1445,11.9363705,376.10267999999996,2569.868,49.7602045,275.88901,3.2,112.13893000000004,-1.4451142385,1.7000000000000028
15,264.39658,49.99992750000001,101.352405,0.0,58.709681,1.73647385,54.9482635,11.267919000000001,125.98236,265.61357000000004,0.184742,0.5182443700000001,7225.799100000001,26.94702350000001,20.0,650.80426,0.6305993999999999,-0.12240384900000001,6.256908600000001,56.48470699999999,128.57703850000001,187.1445,14.545419999999998,382.06278,2900.54505,49.27387150000001,286.6552700000001,3.2,98.7254005,-1.4750598568000002,1.700000000000017
16,266.24026999999995,49.9707205,101.026105,0.0,57.4396695,1.7445200500000002,54.973537,11.268019,124.90427499999998,267.159655,0.184742,0.51066028,7206.620950000001,26.67143800000001,20.0,648.5430800000001,0.62852277,-0.31561411500000003,6.173451450000001,49.99836499999999,140.204945,187.1445,11.333911500000001,383.971335,2843.195750000001,50.0819355,309.52465500000005,4.4,108.72723,-1.3844997865000002,1.1000000000000083
17,253.02711,50.034442,99.0746465,0.0,57.011208999999994,1.7622796000000005,55.000629,11.268018,123.99646499999996,254.041515,0.184742,0.5165940149999999,7209.13955,26.005086500000004,20.0,652.0061700000001,0.6368279,-0.310135805,15.484728,47.8020066,123.1419335,187.1445,13.8894,384.40244500000006,2822.03295,149.49535500000005,237.24853,3.2,98.0904465,-1.2982133948999999,1.5099999999999911
18,262.85521000000006,50.0534085,98.66861750000001,0.0,56.91935150000001,1.7148014500000002,55.05492100000002,11.268040499999998,126.57411499999998,264.02320999999995,0.184742,0.5174095400000001,7208.487999999998,27.510925499999995,20.0,652.2488549999998,0.6286903049999999,-0.32023024999999994,15.54446625,48.15753275,174.31893900000003,187.1445,12.4334155,392.20893,2812.70325,143.73143000000005,329.284725,3.2,89.63603599999998,-1.4475806809999998,1.1099999999999994
19,270.362995,50.0438325,98.08475299999998,0.0,57.04303399999999,1.5425213899999997,54.9985495,11.267974,127.445775,271.74756,0.184742,0.51852239,7211.7012,28.6310185,20.0,649.619265,0.6290608749999999,-0.3136397650000001,16.438681749999994,34.91302719999999,224.563885,187.1445,21.808687,403.24002,2856.9529499999994,139.77895500000002,364.41235,3.2,84.238668,-1.2952506974999998,1.2099999999999935
20,265.59854,49.989111,98.13861400000002,0.0,48.5383,1.2765091300000004,55.0529,11.268655,125.350385,266.388885,0.184742,0.528405935,7349.6061,28.58260700000001,20.0,650.3795600000002,0.623777555,-0.314251355,17.102907100000003,47.92631750000001,179.180455,187.1445,13.2685505,391.642515,2808.84805,134.2847,264.6772254999999,3.2,87.38209750000001,-1.390484188,1.5099999999999911
21,267.866345,49.9471195,95.8454465,0.0,48.85582150000001,1.7615009999999998,54.957522,11.267958500000002,125.843785,270.027475,0.184742,0.5018522849999999,7676.01045,30.0041735,20.0,649.392975,0.63030287,-0.29820594060000005,15.564126499999995,30.247254325,103.919634,187.1445,15.247204,362.57621,2496.74995,131.60933,200.7190645,3.2,85.28888549999998,-0.32461260769999994,1.0100000000000051
22,275.07868500000006,49.826674,95.498006,0.0,59.34928549999999,1.67492495,55.01998150000001,11.268062,136.78105499999998,276.59188,0.184742,0.5207662049999999,7689.0945500000025,32.215227,20.0,649.60581,0.6319714550000001,-0.181495455,15.907126450000002,41.71675100000001,226.39072500000003,187.1445,21.29650425,415.286315,2748.3929499999995,127.34105000000002,382.870135,3.2,165.72331499999999,-1.1128458925,1.6099999999999852
23,257.238215,50.060178500000006,95.74094699999999,0.0,52.203508,1.69541045,55.0043755,11.268285999999998,132.485825,259.1926199999999,0.184742,0.50862052,7683.42375,31.8232995,20.0,650.7281849999998,0.6204596900000001,-0.30766056,14.796402550000002,34.86970105,220.332745,187.1445,20.054992,413.63252,2957.76715,123.799665,344.30699500000014,3.2,148.50508999999997,-1.17268016265,1.4099999999999966
24,261.635665,50.066952,96.35380149999996,0.0,69.999797,1.7931278000000002,55.040375,11.268477,135.01981,263.30891999999994,0.184742,0.5088058550000001,7691.025149999998,30.7276875,20.0,650.0732100000001,0.6205708050000001,-0.3007368899999999,15.049191749999995,37.30400834999999,220.80441000000005,187.1445,21.11756955,415.72235500000005,3151.75555,120.37677,331.39387499999987,3.2,160.16650499999997,-1.17921619415,1.4099999999999966
25,267.01147000000003,49.98859100000001,95.34326,0.0,68.28854299999999,1.7547715499999998,55.06008100000001,11.268327500000002,134.95945999999998,269.078145,0.184742,0.505245545,7698.998399999999,32.968053000000005,20.0,650.419725,0.619792295,-0.28199432750000003,19.562037,42.0716945,235.477325,187.1445,18.88067855,419.90009,3140.24515,121.23991000000001,391.242005,3.2,171.13810999999995,-1.1555101015,1.5100000000000051
26,261.56933,50.0453715,95.74828850000002,0.0,65.5644755,1.74674445,55.0459035,11.268034,135.114825,263.4127,0.184742,0.515110175,7689.585949999999,31.697835500000004,20.0,648.9069349999999,0.62783731,-0.30095939000000005,17.210131699999998,50.637508000000004,224.95045,187.1445,19.9018,417.7093499999999,2720.4634,119.61089,360.450745,3.2,186.220665,-1.1050892063499995,1.4099999999999966
27,272.118635,49.43898700000001,96.1417405,0.0,57.48666600000001,1.0989633550000004,55.030411,11.2681595,137.25076,273.53022500000003,0.184742,0.5249010450000001,7688.7019999999975,30.768385,20.0,651.0818849999997,0.6226282500000001,-0.25552103649999997,13.518601099999998,53.2550135,263.18272999999994,187.1445,18.6298477,420.665705,2598.6278,117.67723500000002,478.526,3.2,213.1634,-1.1180165077500002,1.1099999999999994
28,269.070085,50.133679,97.757846,0.0,64.154686,1.7246647999999998,55.01027700000001,11.2680125,136.94090999999997,269.98321000000004,0.184742,0.517836245,7695.3380000000025,27.2341155,20.0,649.0996150000002,0.623406895,0.32964578185,16.351349434999996,57.277965,299.027735,187.1445,23.6346675,427.30078,2611.9746000000005,114.44631,434.85141000000016,3.2,207.693365,-1.0637417545,1.4099999999999966
29,268.020415,50.01748150000001,95.755358,0.0,49.961387,1.6992668000000002,55.041190500000006,11.2682465,136.71152500000002,270.07478,0.184742,0.502111915,7707.6349,31.549916500000005,20.0,648.3004149999998,0.627651985,-0.273430115,14.12056465,49.9407993,310.14513999999997,187.1445,22.875916,429.737965,2954.6974000000005,110.35219999999997,432.8633249999999,3.2,314.4863499999999,-1.16022827325,1.2099999999999935
30,275.78408499999995,49.942425,96.43426199999996,0.0,57.19950400000001,1.65241905,54.99841850000001,11.2676645,137.89705999999998,278.324175,0.184742,0.52072911,7704.071600000001,30.577684,20.0,651.2096250000002,0.6258167600000001,-0.2955931900000001,15.4386929,46.1439007,310.483865,187.1445,20.203245000000006,434.2715099999999,2584.7085,107.80947999999998,475.17258,3.2,210.82178,-1.22717546405,1.7099999999999935
31,265.95688,50.0468185,98.77295,0.0,58.03500699999999,1.7168966500000002,55.04924350000001,11.268081,136.20667000000003,267.5198299999999,0.184742,0.5179663700000001,7713.23465,27.2218745,20.0,649.6513050000002,0.6264285150000001,-0.272818397,14.901085534999998,58.91860055000001,320.4786400000001,187.1445,20.6034405,425.0601699999999,2876.58225,106.107735,450.71146,3.2,205.394745,-1.1133378148150002,1.4099999999999966
32,271.717685,49.90828250000001,98.8992025,0.0,61.60236999999999,1.6490447,54.97516900000001,11.268155000000002,136.32451,273.31195999999994,0.184742,0.5111237850000001,7689.623,26.8937805,20.0,649.903005,0.620682,-0.1921465867,18.9694674,48.926127,329.4507900000001,187.1445,18.7501725,431.387755,2749.1733000000013,99.8513525,472.0634049999999,3.2,253.179295,-1.2532463980000002,1.1099999999999994
33,273.894865,49.898188,99.4640355,0.0,57.84504200000001,1.7242197999999995,55.0185515,11.267961,137.38353999999998,275.24420000000003,0.184742,0.5125329350000001,7701.443699999998,26.9555315,20.0,648.4304900000002,0.6162885699999999,-0.20149018987,16.098163815,49.8394454,341.70128000000005,187.1445,23.141192,429.5054099999999,2614.755199999999,99.459224,471.33121000000017,3.2,214.744375,-1.1898913377,0.9099999999999966
34,270.00669000000005,50.098387,99.841914,0.0,62.57677750000001,1.5569813,55.03558600000001,11.268309499999996,137.53665,272.05586500000004,0.184742,0.4982551599999999,7704.989800000001,26.4618865,20.0,648.31708,0.628560095,0.016025166450000017,13.06699605,46.81430554999999,339.7736749999999,187.1445,19.535536,429.05001,2841.61625,96.9910725,465.622895,4.8,244.90562000000003,-1.2396147579999997,1.1099999999999994
