,S-ZORB.DT_2001.DACA,S-ZORB.AT_5201.PV,S-ZORB.FC_1203.PV,S-ZORB.PDT_1003.DACA,S-ZORB.FT_9301.PV,S-ZORB.TE_1107.DACA,S-ZORB.TC_2101.PV,S-ZORB.LT_3801.DACA,S-ZORB.PDT_3502.DACA,S-ZORB.LC_5101.PV,S-ZORB.TE_5202.PV,S-ZORB.TE_1104.DACA,S-ZORB.TC_2801.PV,S-ZORB.LI_9102.DACA,S-ZORB.TE_5201.DACA,S-ZORB.FT_9001.PV,S-ZORB.PDT_2906.DACA,S-ZORB.TE_1601.PV,S-ZORB.PDT_2604.PV,S-ZORB.PDT_2503.DACA,S-ZORB.LC_3301.DACA,Raw_RON,S-ZORB.LI_2107.DACA,Recycle_S,S-ZORB.LT_9101.DACA,S-ZORB.LC_1203.DACA,S-ZORB.TC_5005.PV,S-ZORB.PDT_2605.DACA,S-ZORB.TE_1608.PV,S-ZORB.SIS_TE_2802,Product_RON_loss
0,93.428016,-0.11000113750000004,11.876378499999998,0.6150279999999999,1458.3399500000005,120.779735,240.08844499999995,1.24651345,9.3082722,49.91651949999999,35.8212405,358.383635,272.3679849999999,38.5826835,44.92034450000001,479.09387,-0.8712429999999998,362.8572,36.27820200000001,-0.379636755,49.99666249999999,90.6,4.65717885,5.98,-1.7986794500000003,39.99876149999999,129.841715,0.11812944850000005,448.45715,273.23717999999997,1.3799999999999957
1,94.42034,0.2417991845,11.419075,0.617141175,1142.1792000000005,121.35859,239.80982000000003,0.9924770200000002,10.611205900000002,49.95520899999999,35.0052475,355.857015,281.07271000000003,28.822868,49.961387,470.98357000000004,-0.966407625,359.91915000000006,35.84075350000001,-0.37925307,50.501584,90.5,4.72882735,4.38,0.578173077,39.954376,129.844145,0.211532484,443.13801,282.04364500000014,1.1799999999999926
2,94.729605,-0.04003615199999999,11.5725925,0.62286877,1025.87479,120.472435,239.74269500000003,1.089545615,9.45712505,50.2151765,32.811400500000005,358.34647500000005,272.92432999999994,38.26308700000001,49.7545845,433.01781500000004,-0.98125627,362.121115,34.596036500000004,-0.37996487,50.014959499999996,90.7,4.68708395,5.82,-0.4868591810500002,39.960575,129.63692500000002,0.3310176915,437.63245000000006,274.16667,1.3799999999999957
3,96.8803345,-0.19954367850000002,11.734053499999998,0.62928335,967.85234,123.65045,239.732465,1.36464176,10.0584395,49.877924500000006,35.001557500000004,358.275165,269.141545,52.806651,50.03998399999999,440.395785,-0.935252245,362.64896,36.142730500000006,-0.38038191,50.03210449999999,90.4,5.38108825,4.67,-0.697793165,40.03242250000001,130.942725,0.149622799,434.96277,270.070205,1.3799999999999957
4,97.991173,-0.1870855495000001,11.673913000000002,7.5984859999999985,932.608515,122.847625,239.835635,1.0344115400000002,10.181999449999998,49.90056300000001,34.444425499999994,361.5697649999999,267.03338999999994,25.514756500000004,49.90083599999999,411.57676499999997,-0.94948957,365.79778999999996,35.34617450000001,-0.3793753349999999,50.014087,89.6,5.6339562999999995,4.52,-0.3706954180000001,40.9913485,130.758655,-0.025153996499999998,429.323425,268.02200000000005,1.279999999999987
5,97.673188,0.9168415875,12.1417985,0.619588155,861.8165300000003,125.19481999999998,239.87391000000002,1.4621555999999998,9.76984455,50.102154,34.79041400000001,360.6735949999999,279.29904500000004,37.6115985,49.9926165,424.29332500000015,-0.9119407149999998,365.78813,35.4798295,-0.3790528050000001,49.8395335,91.0,5.291518249999998,4.81,-1.3239579100000003,40.9815515,130.03224000000003,0.04186829999999998,430.74085,280.11752,1.4099999999999966
6,97.7863555,-0.032722599399999996,11.850967,0.6031451349999999,796.45138,123.29044000000002,239.7866750000001,1.4626380500000002,9.91449235,50.0238275,34.327642000000004,359.57317,278.48501,51.5961425,50.67498899999999,430.14357000000007,-0.92849103,364.67351,34.56975200000001,-0.379330915,50.18791850000001,90.4,5.2644692000000015,4.863333333333333,-1.2724386250000004,40.962383,128.94593500000002,0.14534088650000004,434.50096,279.20176000000004,1.200000000000017
7,99.92829650000002,2.5180886,11.3308145,0.616436655,1080.4544500000004,127.20253999999998,240.19177,1.08898953,9.92463595,50.1835195,37.647401,356.518215,290.66771000000006,25.9083495,54.42389549999999,483.32160500000015,-0.9310598200000004,360.84343000000007,35.3587435,-0.37894714,50.01124799999998,90.5,5.277492799999999,4.68,-0.5095321860000002,40.975297999999995,130.27518999999998,0.26910811555,442.75435500000015,291.163005,1.3000000000000114
8,98.944796,0.9007678935000004,11.278023999999998,0.6103565549999999,1243.9263500000004,124.21674500000002,240.05298,1.587311075,9.92663725,50.07660300000001,36.02717249999999,357.801345,280.07422,48.75092899999999,55.09877450000001,450.16538,-0.8582420400000002,362.62315,36.1606005,-0.378591205,50.1607155,90.4,5.2346740500000015,4.97,-0.8947487694999999,41.005858,129.97485500000005,0.07019548949999999,438.542345,280.894385,1.1000000000000083
9,99.18430600000002,0.5680163874999999,11.6863755,0.6162326850000001,1221.26315,125.390975,240.147785,1.6694932499999997,10.27062325,52.1223585,35.880012,358.791605,282.6794099999999,33.923004500000005,52.7463045,450.20108000000016,-0.822593365,362.97844500000014,35.93485250000001,-0.378802535,50.057526,90.2,5.1822819,4.76,-1.9890352999999998,41.02126199999999,129.04796499999998,0.11326349400000002,437.61622,283.2768700000001,1.4000000000000057
10,100.81920799999996,-0.1045508125,9.26609785,0.6175864250000002,1489.9371500000002,110.49363000000001,240.42566000000002,1.69192515,10.036684,50.031865,35.28426949999999,354.02910000000014,277.98619499999995,47.3295955,58.988052,462.12989000000016,-0.80320711,357.9806849999998,37.913615,-0.376650375,49.97398749999999,90.2,5.034383249999999,4.545,-2.0900713500000005,40.977747,127.46958,0.08658440399999999,441.56042,278.301285,1.3000000000000114
11,100.2848985,0.8100022585,9.441586949999998,0.6262801899999999,2305.763200000001,111.29047999999996,240.454445,1.6642098,10.152136,50.070459,35.59928700000001,354.50561500000015,282.25052999999997,27.198958500000003,58.25358550000001,480.45704000000006,-0.82007988,358.49094500000007,37.913615,-0.37855232,49.994157,90.2,5.150892150000002,4.03,-2.0458380000000003,40.9942075,127.86815499999996,0.032746077500000005,442.322065,282.553425,1.3000000000000114
12,99.8135265,1.026460555,9.1072348,0.6337691900000001,1021.2936074999999,110.666095,239.85559500000005,1.37098245,10.645306050000004,50.79400500000001,34.997217000000006,354.03933,275.82038,39.44205049999999,54.54499800000001,491.92290000000014,-0.8900068350000001,357.891035,37.913615,-0.378168625,50.04904700000001,89.2,5.57477415,5.24,-1.394887065,40.90558350000001,125.381175,0.11844106,443.5427,276.00886500000007,1.5000000000000142
13,97.2929405,2.499095295,9.48024445,0.632156445,1021.2936074999999,110.85358999999998,239.597375,1.7046429,10.00628625,50.72288100000001,34.763355999999995,357.126335,270.77664000000004,25.988783,53.273244999999996,458.86515499999996,-0.834138585,361.59808,33.2366095,-0.37900835,50.02791199999999,89.8,5.14065055,5.65,-2.1773889,40.8926135,128.88900500000003,0.18577473,437.73464,271.301895,1.4000000000000057
14,92.1546965,0.20367469665,9.8266784,0.6255016,1914.8832,109.79656500000002,239.9245,1.601845375,10.517476599999998,50.0936545,35.131099500000005,355.51692,271.76899999999995,41.849160999999995,58.60002049999999,454.991555,-0.438823435,359.837595,34.06742200000001,11.344180499999998,50.04175350000001,87.8,4.4625271500000006,4.32,-2.35478595,40.92905800000001,123.887855,0.2944377645,439.59205,272.64042,1.7000000000000028
15,93.0901425,-0.12240384900000001,9.756952400000001,0.6305993999999999,1437.5143999999998,111.49603,240.117665,1.73647385,9.6889289,49.99992750000001,35.01541050000001,358.28962,264.39658,33.596065,58.709681,440.17850000000016,-0.438745315,362.83583,33.897434000000004,17.565600500000002,50.00009650000001,88.4,4.850047599999999,3.98,-2.3321316000000003,40.9522705,124.507525,0.23217770450000005,432.48016500000017,265.61357000000004,1.700000000000017
16,92.646777,-0.31561411500000003,9.659373,0.62852277,1785.1481499999998,110.394915,240.05239500000002,1.7445200500000002,10.5438359,49.9707205,34.959014,356.92453,266.24026999999995,53.9047365,57.4396695,451.79189,-0.4426937050000001,361.362355,35.14745300000001,22.231665,49.99310000000001,87.2,4.743186799999998,4.93,-2.36331395,41.0062125,123.74407,0.183542796,437.00171500000016,267.159655,1.1000000000000083
