,Raw_S_content,Raw_RON,Raw_Saturated_hydrocarbon,Raw_Aromatics,Raw_Bromine_value,Raw_Density,Product_S_content,Spent_C,Spent_S,Recycle_C,Recycle_S,S-ZORB.PDI_2102.PV,S-ZORB.FC_2801.PV,S-ZORB.TE_2103.PV,S-ZORB.TE_2005.PV,S-ZORB.PDT_2104.PV,S-ZORB.TC_2101.PV,S-ZORB.TE_2301.PV,S-ZORB.FC_2301.PV,S-ZORB.TC_5005.PV,S-ZORB.LC_5001.PV,S-ZORB.LC_5101.PV,S-ZORB.TE_5102.PV,S-ZORB.TE_5202.PV,S-ZORB.FC_5202.PV,S-ZORB.AT_5201.PV,S-ZORB.FT_9301.PV,S-ZORB.FT_1501.PV,S-ZORB.FT_5104.PV,S-ZORB.FT_5101.PV,S-ZORB.FT_9101.PV,S-ZORB.TE_9001.PV,S-ZORB.FT_9001.PV,S-ZORB.FT_9403.PV,S-ZORB.TE_9301.PV,S-ZORB.FT_9201.PV,S-ZORB.FT_3301.PV,S-ZORB.FT_9402.PV,S-ZORB.FT_9401.PV,S-ZORB.PDC_2502.PV,S-ZORB.FC_2501.PV,S-ZORB.FT_1001.PV,S-ZORB.FT_1003.PV,S-ZORB.TE_1001.PV,S-ZORB.FC_1005.PV,S-ZORB.FC_1101.PV,S-ZORB.FC_1102.PV,S-ZORB.AT_1001.PV,S-ZORB.TE_1601.PV,S-ZORB.SIS_TE_6010.PV,S-ZORB.TE_1608.PV,S-ZORB.TC_1606.PV,S-ZORB.FC_1201.PV,S-ZORB.TE_1203.PV,S-ZORB.FC_1203.PV,S-ZORB.FC_1202.PV,S-ZORB.TC_2801.PV,S-ZORB.FC_3103.PV,S-ZORB.FC_2601.PV,S-ZORB.PDT_2604.PV,S-ZORB.TC_2607.PV,S-ZORB.PDI_2703A.PV,S-ZORB.PDC_2607.PV,S-ZORB.FT_9102.PV,S-ZORB.FT_5104.TOTAL,S-ZORB.FT_1204.PV,S-ZORB.FT_5102.PV,S-ZORB.FT_5102.TOTAL,S-ZORB.TE_1104.DACA,S-ZORB.TE_1107.DACA,S-ZORB.TE_1103.DACA,S-ZORB.TE_1106.DACA,S-ZORB.LI_9102.DACA,S-ZORB.TE_9002.DACA,S-ZORB.FT_9002.DACA,S-ZORB.LC_5102.DACA,S-ZORB.LT_3801.DACA,S-ZORB.LC_3301.DACA,S-ZORB.TE_1501.DACA,S-ZORB.LC_1203.DACA,S-ZORB.FT_3001.DACA,S-ZORB.FT_2701.DACA,S-ZORB.FC_2702.DACA,S-ZORB.TC_2702.DACA,S-ZORB.LT_2901.DACA,S-ZORB.FT_2502.DACA,S-ZORB.TE_2501.DACA,S-ZORB.PDT_2503.DACA,S-ZORB.ZT_2533.DACA,S-ZORB.FT_2433.DACA,S-ZORB.TE_2401.DACA,S-ZORB.FC_2432.DACA,S-ZORB.FT_2302.DACA,S-ZORB.LT_1301.DACA,S-ZORB.SIS_TE_2802,S-ZORB.TE_5004.DACA,S-ZORB.TE_5006.DACA,S-ZORB.TE_5003.DACA,S-ZORB.TE_5201.DACA,S-ZORB.TE_5101.DACA,S-ZORB.FT_2431.DACA,S-ZORB.TC_2201.OP,S-ZORB.SIS_PT_2602.PV,S-ZORB.PDT_2703B.DACA,S-ZORB.PDC_2702.DACA,S-ZORB.AT_1001.DACA,S-ZORB.LI_2107.DACA,S-ZORB.FC_5103.DACA,S-ZORB.TE_5001.DACA,S-ZORB.FT_2002.DACA,S-ZORB.SIS_PT_6007.PV,S-ZORB.FT_2001.DACA,S-ZORB.LT_9101.DACA,S-ZORB.AT_6201.DACA,S-ZORB.FT_1502.DACA,S-ZORB.BS_LT_2401.PV,S-ZORB.BS_AT_2402.PV,S-ZORB.FT_3701.DACA,S-ZORB.FT_3702.DACA,S-ZORB.LC_2601.DACA,S-ZORB.PDT_2605.DACA,S-ZORB.PDT_2606.DACA,S-ZORB.ZT_2634.DACA,S-ZORB.TE_2608.DACA,S-ZORB.TE_2603.DACA,S-ZORB.DT_2001.DACA,S-ZORB.PDT_2001.DACA,S-ZORB.PC_2401B.PIDA.SP,S-ZORB.PC_2401B.PIDA.OP,S-ZORB.FT_3302.DACA,S-ZORB.PDT_1003.DACA,S-ZORB.PDT_2409.DACA,S-ZORB.PDT_3503.DACA,S-ZORB.PDT_3502.DACA,S-ZORB.PDT_2906.DACA,S-ZORB.PDT_3002.DACA,S-ZORB.PDT_1004.DACA,S-ZORB.PT_2901.DACA,S-ZORB.FT_1301.DACA,S-ZORB.TE_7504.DACA,S-ZORB.PT_7502.DACA,S-ZORB.TE_7106B.DACA,S-ZORB.TE_7102B.DACA,S-ZORB.TE_7106.DACA,S-ZORB.TE_1605.DACA,S-ZORB.TE_1604.DACA,S-ZORB.TE_1602.DACA,S-ZORB.SIS_FT_3202.PV,S-ZORB.TXE_3202A.DACA,S-ZORB.TC_3203.DACA,S-ZORB.SIS_TEX_3103B.PV,S-ZORB.TE_5008.DACA,S-ZORB.FC_5001.DACA,S-ZORB.TE_5007.DACA,S-ZORB.TC_3102.DACA,S-ZORB.TE_1102.DACA,S-ZORB.AT-0001.DACA.PV,S-ZORB.AT-0003.DACA.PV,S-ZORB.FT_1204.DACA.PV,S-ZORB.FT_5102.DACA.PV,S-ZORB.CAL.LEVEL.PV,S-ZORB.FT_1006.DACA.PV,S-ZORB.FT_5204.DACA.PV,S-ZORB.FT_1503.DACA.PV,S-ZORB.FT_1504.DACA.PV,Product_RON_loss
0,188.0,90.6,53.22999999999999,22.37,61.48714285714286,726.0857142857143,3.2,2.32,7.3,1.84,5.98,31.211968,647.75238,424.6159,421.608145,101.29058,240.08844499999995,381.8850649999998,0.0,129.841715,55.0110755,49.91651949999999,31.3407635,35.8212405,136.76525500000002,-0.11000113750000004,1458.3399500000005,0.0,1813.5618,771.817045,2.1139795500000003,25.1112875,479.09387000000004,476.208445,196.993645,397.2652,92.388075,200.153495,97.2439995,9.58399802,44.782612,112.83572,46.481672499999995,56.247024,133.91171999999997,124.98168,7206.6007,187.1445,362.8572,138.75048999999999,448.45715,413.080795,127.862745,31.7132125,11.876378499999998,0.0,272.3679849999999,0.9108076999999999,55.00255500000001,36.27820200000001,491.80115000000006,46.37773350000001,8.778104199999998,185.40922,9663.358150000004,44.75581999999999,121.90779999999998,1410118.65,358.383635,120.779735,364.8053649999998,133.68081999999998,38.5826835,25.983754500000003,452.79662,42.00732100000001,1.24651345,49.99666249999999,21.4781125,39.99876149999999,53.753618,18.25796675,20.044425000000004,184.99174,3.8480505999999988,15.648280499999998,192.27354,-0.379636755,95.072294,3.40283857,311.1377950000001,9.64234575,10.4296658,-0.6785843999999999,273.23718,66.57236850000001,139.53313499999996,72.310837,44.92034450000001,52.58188499999999,485.56608715,10.0,112.17339500000004,-1.601619308,28.51606150000001,130.35825,4.65717885,13796.437,70.4097765,37.7906655,-1133.4096,-0.392189775,-1.7986794500000003,-40.450741,0.0,17.5628307,0.16568732,49.342329,42.50664,66.56406650000001,0.11812944850000005,10.3666835,36.50880435000001,421.62763,369.347225,93.428016,21.702476999999995,0.18474200000000002,20.0,11.267225999999999,0.6150279999999999,0.273216915,0.1039156775,9.3082722,-0.8712429999999998,15.731063999999998,7.718856249999999,511.160055,1098.7440900000001,20.181247000000006,22.882130000000004,54.42135499999999,29.30325,22.224516,415.145005,417.38527500000015,414.23853500000007,236.374575,325.3817100000001,243.04056,84.74155499999998,71.20319600000002,2564.26335,142.4261,230.00605750000003,427.1713,0.5214522500000001,0.45900901,18.292067300000006,69.60656499999999,76.84985250000003,6368.7469999999985,233.310805,2216.40935,1840.1447,1.3799999999999957
1,168.99999999999997,90.5,52.3,21.3,61.88,731.3,3.2,2.37,7.34,0.55,4.38,31.461969,651.8219199999999,420.953385,417.92783,101.544925,239.80982000000003,374.33934000000016,0.0,129.844145,54.996157,49.95520899999999,31.183753499999998,35.005247499999996,136.76525500000002,0.2417991845,1142.1792000000005,0.0,1860.6589999999999,678.9409150000001,0.4629731225000001,27.4397195,470.98357,453.687235,197.48506,398.99598,74.36610999999998,235.56262500000003,100.028165,16.1036028105,44.782612,112.80365,43.810887,56.917281,134.031585,125.1108,7231.788200000001,187.1445,359.91915000000006,137.513205,443.13800999999995,409.978585,128.330405,30.4542815,11.419075,0.0,281.07271000000003,0.0,55.100908999999994,35.84075350000001,481.18969499999986,44.57602899999999,8.95135525,492.26446499999986,9441.151650000002,44.75581999999999,121.90779999999998,1402021.55,355.857015,121.35858999999999,361.67031000000003,133.82478500000002,28.822868,28.754624,470.73473,40.919623,0.9924770200000002,50.501584,21.160752,39.954376,80.11268350000003,9.01553945,19.933449000000007,191.59094,3.848589,15.576547499999998,187.70746,-0.37925307,95.1198125,3.7163017,290.26762999999994,11.367705,16.712831,-1.2616710000000002,282.04364500000014,67.36734,138.85605,73.63664300000002,49.961387,49.1622835,350.41715985,14.660216499999995,111.908845,-1.5030041640000005,28.925232,139.99247000000003,4.72882735,11375.476,69.43111099999999,36.819709,-1132.4024,-1.20427095,0.578173077,-40.3734155,0.0,17.55519912350001,0.16498781000000004,16.4613489,42.16622025,67.0906325,0.211532484,11.078541800000002,44.045958,452.14051500000005,379.78620000000006,94.42034,21.222561499999998,0.18474200000000002,20.0,11.267508,0.617141175,0.3731806850000001,0.0105629713,10.611205900000002,-0.966407625,22.790350999999994,8.108117100000001,522.763125,791.3145149999997,23.4901365,22.882130000000004,54.9478305,29.330227999999995,24.9393885,411.77869,413.94132500000006,411.01726000000014,237.3548,328.079975,253.057135,85.64102749999998,69.1558795,2277.3611,142.4261,230.00605750000003,427.1713,0.5231766400000001,0.45980627,19.8426045,67.1130425,76.18442499999998,6360.6453,242.369205,2370.5874,1641.7326,1.1799999999999926
2,177.0,90.7,52.3,21.38571428571429,61.722857142857144,729.6142857142854,3.2,2.43,7.27,1.89,5.82,31.33999750000001,650.74715,423.94106500000015,420.00351500000005,101.61832,239.74269500000003,381.69197,0.0,129.63692500000002,55.02189250000001,50.2151765,30.263887,32.811400500000005,136.76525500000002,-0.040036151999999985,1025.87479,0.0,1915.38625,563.586215,0.219469375,25.392226500000003,433.017815,454.13806,201.774005,402.39463,146.1567605,242.43331,98.51614599999998,11.12537347,44.782612,113.08957000000002,44.43295550000001,56.29831399999998,133.862665,124.944665,7232.84225,187.1445,362.121115,138.21528999999998,437.63245000000006,409.9470099999999,129.035355,27.543541999999995,11.5725925,4.573089315,272.92432999999994,0.0,55.037454,34.596036500000004,510.22777000000013,47.904713,6.901717000000002,231.233365,9350.80165,44.75581999999999,121.90779999999998,1398764.95,358.34647500000005,120.472435,364.942445,133.45922000000002,38.26308700000001,26.497889000000004,459.3509500000001,42.0997485,1.089545615,50.0149595,21.2021945,39.960575,80.06084349999998,20.625739499999998,20.1537915,202.18040500000004,3.45195175,15.796089500000004,195.62021000000001,-0.37996487,101.551275,3.50390797,313.01694999999995,16.276754500000006,17.236491000000004,-0.8634433300000002,274.16667,64.73553150000001,139.11381999999998,73.942097,49.7545845,40.509425999999976,368.2236085,14.727675,111.4998,-1.4739451254999998,27.8454335,139.87808,4.68708395,7960.742849999998,69.55950650000001,37.294151,-1150.0255000000002,-0.0018926729999999945,-0.4868591810500002,-40.653406,0.0,23.027065938499998,0.166335965,19.3320945,41.537157500000006,67.712265,0.3310176915,10.97006885,49.7765015,476.76680499999986,401.44624000000016,94.729605,21.399066500000004,0.18474200000000002,20.0,11.267558,0.62286877,1.932493625,0.052261971,9.45712505,-0.98125627,22.93418650000001,7.4366229000000015,530.5253949999999,1128.47465,20.709243,22.882130000000004,51.86094949999999,26.4417135,22.7143645,411.57635,413.60125,411.032945,239.75332999999995,324.8368900000001,253.90707,87.35246199999996,65.35503800000001,2117.8924999999995,142.4261,201.872485,427.1713,0.5288693499999999,0.475716305,26.99489620000001,68.61342699999999,75.9668405,6504.9649,233.076925,2326.4653499999995,1600.67575,1.3799999999999957
3,159.0,90.4,52.3,21.6,61.33,725.4,3.2,3.08,7.35,0.98,4.67,31.033443,652.669055,423.722805,419.964775,105.02975999999998,239.732465,377.658595,0.0,130.942725,55.04174750000001,49.877924500000006,31.3218265,35.001557500000004,136.76525500000002,-0.1995436785,967.85234,0.0,1896.60365,681.97082,2.465470585,26.232246999999997,440.395785,467.9517199999999,196.421215,398.36981,88.36085600000001,204.19117,99.27766649999998,18.66630116,44.782612,121.25811499999999,50.4176085,61.0018,133.91116,124.99318999999998,7233.5848499999975,187.1445,362.64896,135.10071999999997,434.96277000000003,410.05536999999987,109.2427,30.2708295,11.734053499999998,0.0,269.141545,0.4592071,55.0794105,36.142730500000006,497.56826500000005,47.8177505,9.122254750000002,241.197795,9122.28105,44.75581999999999,121.90779999999998,1390473.6,358.275165,123.65045,364.91194,136.29334999999998,52.806651,27.397482000000004,438.99639000000013,41.987441499999996,1.36464176,50.03210449999999,21.081283000000006,40.03242250000001,92.6729245,7.60209745,24.904209,208.111965,2.0549092,15.556105000000002,204.14882,-0.38038191,101.4621,3.90354285,300.10786,12.47119845,9.0291024,-0.7734251650000001,270.070205,65.79519599999999,139.21396999999996,74.027103,50.03998399999999,40.01353000000001,437.96190690000014,10.0,111.670735,-1.3191472375,29.120041,127.938755,5.38108825,9110.980200000002,69.45951749999999,36.893098,-1174.5420499999998,-7.680779249999998,-0.697793165,-40.39481,0.0,22.011852771750004,0.16711181999999994,16.252295999999998,34.6255035,67.330816,0.149622799,11.27455765,45.33680220000001,470.54455999999993,375.156435,96.8803345,21.1944045,0.18474200000000002,20.0,11.2679785,0.62928335,0.68209405,0.0399258215,10.0584395,-0.935252245,25.1860915,6.719556200000001,530.35141,670.4601650000002,21.635268000000003,22.882130000000004,53.99992199999999,28.953671000000003,23.216397,412.1005000000001,413.84244,411.213495,245.3685049999999,317.15280999999993,239.68555500000008,83.92348599999998,63.226027,2078.10855,142.4261,230.00605750000003,427.1713,0.53155832,0.46090015,26.3244575,69.71436750000001,76.7900425,6506.82495,238.349935,2495.2235999999994,1563.7121499999994,1.3799999999999957
4,173.0,89.6,52.24285714285713,21.085714285714285,61.332857142857144,725.4285714285713,3.2,2.45,6.58,0.83,4.52,30.8268935,649.34092,427.13200000000006,422.12893499999984,105.937455,239.835635,385.84654500000005,0.0,130.758655,55.0268465,49.90056300000001,31.5105305,34.444425499999994,136.76525500000002,-0.1870855495000001,932.608515,0.0,1915.15845,715.3467800000003,0.214852965,25.9955085,411.576765,470.47051000000016,192.642635,398.89097,186.4397895,319.4250800000001,98.592974,15.929437156500006,44.782612,121.67837999999998,52.70689300000001,59.87887350000001,133.18754000000004,124.86398500000001,7230.08205,187.1445,365.79779,136.39293999999998,429.323425,409.947325,121.63882999999998,30.1139635,11.673913000000002,0.0,267.03338999999994,0.0,55.01383299999999,35.34617450000001,501.097185,38.475317499999996,8.9247651,212.257725,9031.8128,44.75581999999999,121.90779999999998,1387153.85,361.56976499999985,122.847625,368.96478,136.40348999999998,25.514756500000004,27.100153000000002,401.75179999999983,42.8780995,1.0344115400000002,50.014086999999996,21.131535,40.9913485,66.564022,19.111196585,25.069599499999995,217.44280999999995,2.0845152,15.347207500000001,215.22728,-0.3793753349999999,101.422585,4.1644659000000015,313.62171500000005,9.6779492,16.715901000000002,-0.79047153,268.02200000000005,64.95957650000001,139.21144500000003,72.9786375,49.90083599999999,42.75448400000001,376.0375085,10.0,111.9872,-1.4095141020000002,27.150672999999998,128.254285,5.6339563,8756.69615,71.193738,37.29807200000001,-1188.82275,-0.776367295,-0.3706954180000001,-40.5551695,0.0,23.1781644235,0.16534392000000006,42.11693800000001,37.32757350000001,68.53771049999999,-0.0251539965,11.268831900000002,32.95249020000001,478.36333499999984,399.71946,97.991173,21.19975,0.18474200000000002,20.0,11.267661,7.5984859999999985,-0.3815873750000001,0.04637496175,10.181999449999998,-0.94948957,19.352589,7.347255700000002,524.028675,1079.4548949999999,20.859726000000002,22.882130000000004,53.692527500000004,28.530369499999995,22.7216715,411.79482,413.73263,411.20801999999986,238.673975,324.3800700000001,253.64568000000003,86.72771800000002,62.57903549999998,2057.8499499999994,142.4261,203.67566,427.1713,0.52247175,0.46874447,30.2243675,68.59307500000001,76.53955600000002,6560.24225,236.57622,2807.7891,1554.3574,1.279999999999987
5,162.99999999999997,91.0,52.10000000000001,19.8,61.34,725.5,3.2,2.31,6.32,0.88,4.81,30.935401,650.1233950000002,426.438005,422.130715,105.78795,239.87391,383.376065,0.0,130.03224000000003,54.96398049999999,50.102154,31.810413,34.79041400000001,136.76525500000002,0.9168415875,861.8165300000003,0.0,1295.7642,731.1525750000003,0.6951747599999999,25.4862135,424.29332500000015,454.81519999999983,191.56723,400.513185,218.69988999999998,346.540855,102.3195215,14.279546460100002,44.782612,117.58877,48.2577155,63.24673650000001,133.42598999999998,125.042225,7225.799600000001,187.1445,365.78812999999997,137.66380499999997,430.74085,409.9372,109.536145,30.7288,12.1417985,0.0,279.29904500000004,0.0,54.927347,35.4798295,496.985435,49.32038349999999,11.0878676,218.9855,8825.64715,44.75581999999999,121.90779999999998,1378848.6,360.67359499999986,125.19481999999998,367.916285,138.37765499999998,37.6115985,26.983416,394.784775,41.990536999999996,1.4621555999999998,49.8395335,23.266346,40.9815515,77.54129,20.6984265,25.1032045,209.03175,0.96801986,15.530991,210.655815,-0.3790528050000001,101.840575,3.2091042,308.7511300000001,10.3392825,13.0593535,-0.5533418833000001,280.11752,63.50200050000001,138.25968500000002,70.06633500000001,49.9926165,42.44217050000001,317.293773,10.0,112.08283,-1.4378665114500002,28.800028,155.63008000000005,5.291518249999998,9186.771949999997,74.4892955,37.301401500000004,-1181.2321,-7.7000261,-1.3239579100000003,-40.379145,0.0,18.7197304955,0.16670481499999998,30.1499605,39.8442925,69.671736,0.04186829999999998,11.254739850000002,56.690187,470.70688999999993,406.25364500000006,97.673188,20.7642545,0.18474200000000002,20.0,11.268026,0.619588155,-0.12029237499999998,0.08264315850000001,9.76984455,-0.9119407149999998,21.3219475,5.8054970999999975,523.8057500000001,1277.7720800000004,20.7034205,22.882130000000004,54.48455750000001,28.47107249999999,20.993082,412.19483500000007,413.965775,411.206925,241.002975,319.393825,244.22929499999995,87.87545700000004,59.781252,1940.6934,142.4261,209.06548999999998,427.1713,0.53585982,0.4656103750000001,27.8730239,69.75080999999999,76.74318650000002,4995.8179,233.121205,2832.0817499999994,1419.57265,1.4099999999999966
6,209.0,90.4,51.35714285714286,20.228571428571428,61.34,725.5,4.6,2.3800000000000003,6.423333333333334,0.6633333333333333,4.863333333333333,30.928607500000005,649.1494,425.47981500000003,421.30184,106.00657,239.7866750000001,383.65054,0.0,128.94593500000002,54.997381000000004,50.0238275,30.692943000000003,34.327642000000004,136.76525500000002,-0.0327225994,796.45138,0.0,1327.6360499999996,674.4374750000002,0.2665233994999999,25.1534505,430.14357000000007,455.23862,190.78411499999999,398.505235,217.02789500000003,294.63378,102.3450955,17.083685302,44.782612,116.36869,47.88776950000001,59.96609700000001,133.37827,124.95324000000002,7227.960299999999,187.1445,364.67351,136.467225,434.50095999999996,409.991715,109.9655,29.889409000000004,11.850967,0.0,278.48501,0.0,55.0041595,34.56975200000001,504.6780899999998,49.5583225,9.90355,211.82211,8763.662949999998,44.75581999999999,121.90779999999998,1375511.95,359.57317,123.29044000000002,366.4525,136.322145,51.5961425,26.889559,434.849,42.002685000000014,1.4626380500000002,50.18791850000001,22.25105850000001,40.962383,77.14757549999999,19.422788100000002,24.8971245,208.600565,0.878959715,15.446874000000005,213.01143,-0.379330915,101.79138000000002,3.4269982500000005,311.6133450000001,11.382685,14.617834000000002,-0.7209131650000001,279.20176000000004,62.31274950000001,137.94856000000001,70.4797895,50.67498899999999,34.771021000000005,255.856068,10.0,112.087925,-1.424604975,27.647027,144.24951000000001,5.2644692000000015,6280.77865,74.87823449999998,37.0376545,-1162.7644999999998,-7.7248365,-1.2724386250000004,-40.6163285,0.0,22.3188836455,0.168510895,30.478578000000002,42.183595,69.0885545,0.14534088650000004,10.788485699999999,34.33684829999999,484.4279250000001,407.71084500000006,97.7863555,20.963467,0.18474200000000002,20.0,11.268163499999998,0.6031451349999999,1.59867472,0.07521481700000003,9.91449235,-0.92849103,21.400329000000006,6.4373752,524.993425,1276.7489300000002,21.044032000000005,22.882130000000004,53.938238500000004,27.762418999999994,21.972926000000005,412.31307499999986,414.09417,411.241505,241.38229500000003,324.47007,249.40199,87.7981245,59.3126425,1863.9409500000006,142.4261,210.97624,427.1713,0.529184635,0.4758091799999999,24.840552,68.02091999999999,76.70558750000002,5013.5304,236.91481000000005,2710.06125,1419.06425,1.200000000000017
7,195.0,90.5,49.5,21.3,61.34,725.5,6.6,3.0,7.81,0.83,4.68,29.28629100000001,649.7636150000002,421.43433000000016,418.67255499999993,107.489345,240.19177000000002,379.067455,0.0,130.27518999999998,55.02007450000001,50.1835195,35.53732549999999,37.647401,136.76525500000002,2.5180886,1080.4544500000004,0.0,1126.2338499999996,959.07561,0.0,29.928759000000003,483.32160500000015,457.54293,192.43392,395.542725,177.58250499999997,361.403115,99.6039695,15.933813438585002,44.782612,117.141295,47.525476,65.05947549999999,133.39276999999998,124.87133999999999,7233.222600000001,187.1445,360.84343000000007,139.00282499999997,442.75435500000015,410.01621,110.50276,37.8013515,11.3308145,0.0,290.66771000000006,0.0,54.91717899999999,35.3587435,493.2443250000002,45.854094,11.250696099999999,217.81670999999992,8606.10405,44.75581999999999,121.90779999999998,1367216.35,356.518215,127.20253999999998,362.2178,139.566155,25.9083495,30.3387485,405.39245000000005,42.010381,1.08898953,50.01124799999998,23.0816585,40.975298,74.90109950000002,18.62334635,25.011763,206.12284,0.4387015153,15.603474999999998,210.51714000000007,-0.37894714,101.82390500000001,3.5275491000000003,306.910265,12.1812295,13.278734,-0.739462115,291.163005,65.30493700000001,139.76034500000003,69.58275350000001,54.42389549999999,57.25918100000001,357.139174,10.0,111.71858,-1.3044733145,28.333698,159.49689500000005,5.277492799999999,15596.7595,74.166558,37.43664999999999,-1149.1401500000004,0.6034667734999999,-0.5095321860000002,-40.3957905,0.0,22.508394669000005,0.16220239000000006,30.4471305,43.98964099999999,68.39411349999999,0.26910811554999997,11.29266025,46.33647309999999,459.78893000000005,390.89548500000006,99.92829650000002,20.025907499999995,0.18474200000000002,20.0,11.2680175,0.616436655,-0.30064904000000003,0.0109523901,9.92463595,-0.9310598200000004,21.213872,4.818329900000001,529.757785,1149.1802550000002,21.1916925,22.882130000000004,59.53309300000001,34.849866500000005,23.06896,412.419755,414.52921500000014,411.30612500000007,243.37076,323.88765,251.747785,86.77452150000002,76.701491,2229.6758,142.4261,195.58591,427.1713,0.5197274949999999,0.45965797,23.185195,71.9688575,76.157912,5085.5480499999985,249.066975,2378.57585,1268.21285,1.3000000000000114
8,165.0,90.4,49.85714285714286,21.071428571428573,61.33714285714286,725.4428571428572,3.2,2.32,6.72,0.93,4.97,29.670447499999998,651.1395,423.912025,420.2229,106.943605,240.05298,379.29207,0.0,129.97485500000005,55.00062650000001,50.07660300000001,33.51127899999999,36.02717249999999,136.76525500000002,0.9007678935000004,1243.9263500000004,0.0,1265.68075,865.7672400000001,2.643931895,26.83195,450.16537999999997,581.5890350000002,191.57421000000005,393.61722000000003,178.22418899999997,290.6945750000001,100.8372965,14.587449497000005,44.782612,114.23901,45.280422,61.58185600000001,133.180335,124.84752499999998,7231.903499999998,187.1445,362.62315,135.284875,438.542345,409.98738,110.15968500000001,34.69419950000001,11.278023999999998,0.0,280.07422,0.0,54.987264,36.1606005,487.99105999999995,48.2686325,9.7158478,214.699555,8579.2372,44.75581999999999,121.90779999999998,1365518.55,357.801345,124.21674500000002,364.44223,137.12325000000004,48.75092899999999,25.2789925,433.01943,42.0042615,1.587311075,50.1607155,23.130633000000003,41.005858,77.29664949999999,19.753728250000005,24.7852745,197.312645,-0.00120467198,15.42304,207.97399000000004,-0.378591205,101.82096,3.4295262,304.52071000000007,15.324700000000002,3.0238006700000013,-0.66906882,280.894385,64.82424549999999,139.75242,69.843664,55.09877450000001,54.30128199999999,229.3668040000001,10.0,112.285325,-1.4744961895,29.433547500000003,155.76041,5.2346740500000015,13670.303999999998,73.158555,37.823408,-1186.25355,-3.81363267,-0.8947487694999999,-40.349445,0.0,22.3964685,0.166043445,30.250167999999995,33.8645795,69.1840645,0.07019548949999999,11.5613027,48.9617186,463.14571,391.22361,98.944796,20.7519675,0.18474200000000002,20.0,11.2681305,0.6103565549999999,0.92038558,0.08039514850000001,9.92663725,-0.8582420400000002,20.860432000000007,5.1417758000000005,516.181645,1365.86489,17.775088000000004,22.882130000000004,56.18989200000001,31.37859499999999,19.3102225,412.630335,414.51720000000006,411.49002,244.943815,320.551125,242.89293999999998,86.025642,75.71255899999998,2334.824749999999,142.4261,206.779125,427.1713,0.515036395,0.45309397,28.024165000000004,70.00270150000001,76.5276335,5089.855949999999,236.47780999999995,2674.42915,1326.7278,1.1000000000000083
9,159.0,90.2,50.21428571428571,20.84285714285714,61.33428571428572,725.3857142857142,3.2,2.32,6.72,0.95,4.76,29.2909425,649.4391950000003,423.67271500000004,420.01831000000016,107.09095499999998,240.147785,385.03747000000004,0.0,129.04796499999998,54.938745,52.122358500000004,34.3313345,35.880012,136.76525500000002,0.5680163874999999,1221.26315,0.0,1019.19925,935.983615,1.93029435,26.54774750000001,450.20108000000016,449.79312000000004,206.80569,394.214475,188.44186,319.3684350000001,102.1238625,13.215797029999996,44.782612,120.81778500000001,51.635719,63.33849500000001,133.314025,124.86211500000002,7226.361899999999,187.1445,362.97844500000014,136.88033,437.61622,410.11344500000007,109.57733999999999,35.5865055,11.6863755,0.0,282.6794099999999,0.0,54.88737499999998,35.93485250000001,497.42816500000004,44.604726,11.14931395,217.432315,8552.465450000003,44.75581999999999,121.90779999999998,1363811.7,358.791605,125.390975,365.16028000000006,138.12295500000002,33.923004500000005,25.8938825,404.88500500000015,41.991168,1.6694932499999997,50.057526,23.118167,41.02126199999999,70.49075450000002,19.88121805,25.048225,215.16081500000004,-0.0006300707400000001,15.327478500000002,216.39214500000003,-0.378802535,101.788145,3.85216315,313.53488,13.217661999999999,13.691246,-0.3664795825,283.2768700000001,66.45843199999999,139.447605,70.47507949999998,52.7463045,57.849670999999994,484.0271695,14.709145499999998,112.00346499999999,-1.38461367368,28.981295000000006,170.58676999999997,5.1822819,17662.749,73.95145,38.66856900000001,-1202.9915,-5.157976699999999,-1.9890353,-40.49058150000001,0.0,24.1035813235,0.15996388,39.2405035,29.732521000000002,69.14413449999998,0.11326349400000002,11.10909095,48.47489515,474.503865,397.928935,99.18430600000002,20.266136,0.18474200000000002,20.0,11.268252,0.6162326850000001,0.4168457750000001,0.13760770499999994,10.27062325,-0.822593365,18.716495,4.32590775,521.254995,1283.7907,15.6771965,22.882130000000004,56.484806000000006,31.869718500000005,17.210922500000002,412.18260500000014,413.93363000000016,411.269785,238.16522,321.8369899999999,253.58893500000002,87.62921999999998,76.4610225,2434.024000000001,142.4261,196.62939,427.1713,0.5252162650000001,0.47818259,27.5585975,71.4502085,76.5346825,5035.9411,228.44915,2561.5901499999995,1279.70375,1.4000000000000057
